,Unnamed: 0,Majority.protein.IDs,Protein.names,Gene.names,L3_4.old.L.OAF,L3_4.old.A.OAF,L3_4.old.P.OAF,L3_4.old.R.OAF,L3_4.old.L.IAF,L3_4.old.R.IAF,L3_4.old.L.IAF_NP,L3_4.old.A.IAF_NP,L3_4.old.P.IAF_NP,L3_4.old.R.IAF_NP,L3_4.old.NP,L3_4.Young.L.OAF,L3_4.young.A.OAF,L3_4.young.P.OAF,L3_4.young.R.OAF,L3_4.young.L.IAF,L3_4.young.R.IAF,L3_4.young.L.IAF_NP,L3_4.young.A.IAF_NP,L3_4.young.P.IAF_NP,L3_4.young.R.IAF_NP,L3_4.young.NP,L4_5.old.L.OAF,L4_5.old.A.OAF,L4_5.old.P.OAF,L4_5.old.R.OAF,L4_5.old.L.IAF,L4_5.old.R.IAF,L4_5.old.L.IAF_NP,L4_5.old.A.IAF_NP,L4_5.old.P.IAF_NP,L4_5.old.R.IAF_NP,L4_5.old.NP,L4_5.young.L.OAF,L4_5.young.A.OAF,L4_5.young.P.OAF,L4_5.young.R.OAF,L4_5.young.L.IAF,L4_5.young.R.IAF,L4_5.young.L.IAF_NP,L4_5.young.A.IAF_NP,L4_5.young.P.IAF_NP,L4_5.young.R.IAF_NP,L4_5.young.NP,L5_S1.old.L.OAF,L5_S1.old.A.OAF,L5_S1.old.P.OAF,L5_S1.old.R.OAF,L5_S1.old.L.IAF,L5_S1.old.R.IAF,L5_S1.old.L.IAF_NP,L5_S1.old.A.IAF_NP,L5_S1.old.P.IAF_NP,L5_S1.old.R.IAF_NP,L5_S1.old.NP,L5_S1.young.L.OAF,L5_S1.young.A.OAF,L5_S1.young.P.OAF,L5_S1.young.R.OAF,L5_S1.young.L.IAF,L5_S1.young.R.IAF,L5_S1.young.L.IAF_NP,L5_S1.young.A.IAF_NP,L5_S1.young.P.IAF_NP,L5_S1.young.R.IAF_NP,L5_S1.young.NP,Type
69,70,Q9UEY8,Gamma-adducin,ADD3,25.7432,25.6377,,25.7756,23.8369,,,,25.4794,,25.5373,,24.5854,,,,,,26.3022,,,,25.1479,,,,,,,,,,,,,,,,,27.8014,,27.3328,,,,,,25.5214,,,,,,,,25.2627,25.5758,,,,,,,,,,nonMatrisome
70,71,P00325;P07327,Alcohol dehydrogenase 1B;Alcohol dehydrogenase 1A,ADH1B;ADH1A,28.8673,29.2756,,30.1,,,,26.0958,,24.3393,,,,,,,25.6752,24.5183,24.3138,,,,25.764,25.4943,24.7079,25.1678,26.6364,,,,,,,,,,,,,,23.9354,,,,26.4784,26.0303,24.195999999999998,30.1252,,,,24.4997,,,,27.6258,,25.0827,26.8307,,,,24.4178,,,22.955,
71,72,P00326,Alcohol dehydrogenase 1C,ADH1C,,25.7459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
72,73,P08319,Alcohol dehydrogenase 4,ADH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2868,,,,,,nonMatrisome
73,74,P11766,Alcohol dehydrogenase class-3,ADH5,29.0583,29.0796,26.6421,28.395,23.9492,24.7654,,26.0478,26.2402,25.746,,25.7228,27.3702,26.6697,26.0834,23.9032,,26.8553,,25.8943,,26.2131,27.881999999999998,26.1048,27.1522,,,,,,,,,25.2913,25.0888,,25.7278,25.930999999999997,24.9588,,,,,,26.5902,27.3536,,28.2248,,24.8504,,24.9237,,,,27.5779,26.9981,25.214000000000002,26.3482,,26.4706,,25.4028,,,25.1128,nonMatrisome
74,75,Q8IWW8,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",ADHFE1,,,,24.2293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
75,76,Q15848,Adiponectin,ADIPOQ,25.7705,25.4459,24.6499,25.6014,,25.3441,25.1584,25.1674,25.7381,,24.664,25.6838,,,,,,,,,,,,,,,,25.754,25.0839,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8407,23.9283,,,,,,,,,,NABA_ECM_GLYCOPROTEINS
76,77,Q15847,Adipogenesis regulatory factor,ADIRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
77,78,P55263,Adenosine kinase,ADK,,,,24.3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9445,,,,,,,,,nonMatrisome
78,79,Q9BRR6,ADP-dependent glucokinase,ADPGK,,21.1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
79,80,Q9NX46,Poly(ADP-ribose) glycohydrolase ARH3,ADPRHL2,23.9686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
80,81,Q16186,Proteasomal ubiquitin receptor ADRM1,ADRM1,24.4521,23.2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1928,,,,,,,,,,,,,,,,nonMatrisome
81,82,P30566,Adenylosuccinate lyase,ADSL,21.6036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
82,83,P30520,Adenylosuccinate synthetase isozyme 2,ADSS,,23.749000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
83,84,Q8N142,Adenylosuccinate synthetase isozyme 1,ADSSL1,,,,24.7385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7156,,,,,,,,,,,,,,,nonMatrisome
84,85,Q8IUX7,Adipocyte enhancer-binding protein 1,AEBP1,31.1598,32.2549,31.4776,30.6751,31.5557,31.6337,32.9643,31.6219,32.3979,32.8607,32.4939,32.2231,32.7541,32.3244,32.565,32.246,32.613,32.8389,32.4926,33.0623,33.3331,32.9585,31.8783,31.9235,30.9134,31.6079,33.1182,32.9198,32.677,33.3229,31.9012,32.9472,32.5296,32.2627,32.6214,32.3015,32.8922,31.933000000000003,32.7812,32.7067,32.7112,32.2497,33.3816,32.321,31.8987,32.5894,33.3315,32.5617,32.1461,33.256,33.9993,34.2028,33.6583,33.7196,34.3362,32.3372,32.6736,32.2858,32.8677,32.4792,32.4644,32.9035,32.8399,32.6583,33.3274,32.8632,NABA_ECM_GLYCOPROTEINS
85,86,P43652,Afamin,AFM,29.4959,30.3745,30.1264,28.1145,31.2882,30.3329,32.6255,30.6566,31.1462,31.462,32.426,29.9432,23.9963,,,24.8846,,,26.0043,24.2402,,,27.59,28.4706,29.4484,25.8503,29.8127,29.6037,32.1981,31.8619,31.2772,31.0137,32.1857,,,,23.5475,,25.3291,25.8624,24.2473,23.4234,,23.1156,25.1216,26.7483,25.3165,28.8435,25.7384,24.4362,26.8987,26.2923,27.7378,28.66,28.1516,26.8252,25.2006,26.5527,26.5654,,25.0806,24.6728,,,25.7514,,nonMatrisome
86,87,P20933,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase;Glycosylasparaginase alpha chain;Glycosylasparaginase beta chain,AGA,,,,23.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
87,88,Q53H12,"Acylglycerol kinase, mitochondrial",AGK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0058,,,,nonMatrisome
88,89,P35573,"Glycogen debranching enzyme;4-alpha-glucanotransferase;Amylo-alpha-1,6-glucosidase",AGL,29.4944,,,29.2617,,,,,25.0489,,,,25.3683,,27.1676,,,,,,,26.7403,,,,,,,,,,,,,,,27.9711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
89,90,Q9UKV8,Protein argonaute-2,AGO2,,23.4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
90,91,Q9H9G7;Q9UL18,Protein argonaute-3;Protein argonaute-1,AGO3;AGO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8336,,,,,,,,,
91,92,O00468,Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment,AGRN,27.526,27.9417,25.3319,29.0014,24.3476,25.394000000000002,26.1,,25.6256,24.3115,25.3506,26.1168,25.9857,26.2921,26.9657,25.3791,,26.7484,,,,25.2156,25.695999999999998,24.8068,,26.2902,26.2278,,26.5551,,,,,27.2991,26.8098,27.8567,25.8209,,,,,,27.1198,27.3888,25.8752,25.8013,25.809,27.1022,26.5783,26.9778,,,25.9419,28.5584,25.3338,27.3256,27.0872,26.0011,26.4313,29.1458,28.4665,,25.2962,28.1017,,27.1455,NABA_ECM_GLYCOPROTEINS
92,93,P01019,Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4,AGT,28.2581,29.3441,31.0111,26.9928,30.2983,30.921,32.2785,31.3611,31.302,31.5778,31.8847,31.3676,28.0029,27.905,26.7176,29.4283,29.3167,29.9364,29.5486,29.1702,29.8655,29.8772,27.7823,29.1132,29.1504,28.8725,30.8017,31.2679,31.3888,31.1649,31.2523,30.8914,31.7833,27.701,27.9538,,28.538,29.0198,29.9535,29.2555,29.2066,29.6052,29.3634,28.3654,,28.3066,28.7802,28.443,27.6385,28.3576,29.2894,29.5402,29.9806,29.5462,29.8409,28.5527,27.7133,28.6812,29.191,28.288,29.9731,29.258000000000003,27.8716,29.0144,30.5615,29.0996,NABA_ECM_REGULATORS
93,94,Q6RW13,Type-1 angiotensin II receptor-associated protein,AGTRAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6636,,,,,,,,nonMatrisome
94,95,P23526,Adenosylhomocysteinase,AHCY,26.1994,26.611,24.8045,25.2584,,,,,,,,,25.6035,,25.9461,24.7495,,25.0805,,,,,25.3131,24.995,25.6328,,,,,,,,,25.373,23.8305,,,,,,,,,,25.4663,25.4877,,26.1437,,,,,,,,25.1176,,25.6711,26.5408,,,,,,,,nonMatrisome
95,96,Q96HN2;O43865,Putative adenosylhomocysteinase 3;Putative adenosylhomocysteinase 2,AHCYL2;AHCYL1,,23.3757,,,24.5757,,24.3715,,,,,,,,,,,,,,,,,,,,,,,,,,24.9805,,,,,,,,,,,,,,,,,,,,24.1447,,,,,,,,,,,,,,
96,97,Q09666,Neuroblast differentiation-associated protein AHNAK,AHNAK,33.1495,33.6291,31.6772,33.6993,28.0953,29.4093,26.5265,27.4639,27.346,25.276,26.903000000000002,31.7283,32.6169,31.9799,32.5379,30.4436,28.4623,29.904,27.9487,28.5963,29.0443,30.3846,33.6444,30.6165,32.5471,30.8997,28.4993,27.0067,26.9167,26.2624,29.0577,24.0618,26.4693,33.7913,32.0877,29.9376,33.1856,29.4326,28.9504,27.803,28.96,26.791999999999998,29.0154,28.6224,29.8048,32.3255,30.3383,33.911,29.1278,27.3992,26.8272,24.1601,26.2346,26.4612,26.7443,32.8804,33.1304,32.6119,30.9343,29.0972,28.875,28.0317,29.2569,29.5594,30.1684,29.3118,nonMatrisome
97,98,Q8IVF2,Protein AHNAK2,AHNAK2,26.1043,26.9838,,27.5663,,,,,,27.3356,,,,,,,,,,,,,27.3542,,,,,,,,,,,27.5125,,,,,,,,27.6577,28.8456,,,,,29.0048,,,,,,,,,,,,,,,,,,,nonMatrisome
98,99,O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,AHSA1,,25.2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
99,100,P02765,Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B,AHSG,31.3148,31.526,31.4047,31.1193,32.5693,32.4121,33.2012,31.5676,32.1275,32.6538,33.725,28.7818,27.2465,28.0181,27.5495,,26.1628,,,,,,30.5492,31.1479,29.1138,30.714000000000002,32.7956,31.3126,33.9366,33.4476,32.3989,32.7718,33.3288,28.75,,,24.3159,26.3568,,,,,,,28.2094,29.6648,30.0219,29.9422,28.0333,29.4119,29.7544,29.7925,29.4054,29.7513,30.1673,28.9121,26.9867,28.0478,27.9346,27.3291,24.5185,,,,,,nonMatrisome
100,101,Q9NZD4,Alpha-hemoglobin-stabilizing protein,AHSP,,,,,,,,,,,,,,,,,,,,,,,24.6003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
101,102,Q96BJ3,"Axin interactor, dorsalization-associated protein",AIDA,,,,22.6062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
102,103,P55008,Allograft inflammatory factor 1,AIF1,24.2495,24.0846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
103,104,O95831,"Apoptosis-inducing factor 1, mitochondrial",AIFM1,27.3936,26.9669,,28.0745,,,,,,,,,,,,,,,,27.4947,27.6364,,25.2671,,,,,,,,,,,,,,,,,,,,,,27.9209,26.0185,,26.8403,,,,,,,,25.8397,,26.6433,,25.4721,,,,,,,nonMatrisome
104,105,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,,24.029,,25.5853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3929,,,,,,,,,,,,,,,,,,,nonMatrisome
105,106,O00170,AH receptor-interacting protein,AIP,,23.2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
106,107,P00568,Adenylate kinase isoenzyme 1,AK1,30.9845,28.8649,26.7859,30.2013,26.5618,27.029,26.2193,26.6007,,26.0286,,28.2185,28.6728,28.2339,29.0329,27.7907,28.4425,27.276,27.6619,27.4656,27.5137,28.4397,28.5048,28.2574,29.0999,28.2286,28.0016,26.1902,26.6415,28.147,26.9029,26.1405,26.508000000000003,29.4092,27.8325,28.06,28.6194,28.3082,28.1382,25.1841,27.616999999999997,26.4093,26.4529,25.4054,29.0398,28.6881,28.2284,28.5734,27.7949,28.6063,,27.616,,,27.3553,28.8644,27.5429,28.0566,28.6041,27.9722,,26.4968,27.5433,,,27.8633,nonMatrisome
107,108,P54819,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",AK2,26.8872,26.6339,,27.4815,,,,,,,,,24.936,,,,25.2986,27.2799,,,,,25.61,,,,,,,,,,,25.1002,25.0378,,,,,,,,,,,25.6641,,25.6054,,,,,,,,24.9688,25.0151,,,,,,,,,,nonMatrisome
108,109,Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial",AK3,27.0116,25.7987,,28.1534,,,,,,,,24.9718,,,,,,,,,,,,,,,,,,,,24.7914,,,,,,,,,,,,,,,,,,,,,25.1172,,,,,,,,,,,,,,nonMatrisome
109,110,Q02952,A-kinase anchor protein 12,AKAP12,28.9544,29.1426,,29.4259,25.1512,25.166999999999998,,,,,,,,,,,,,,,,,24.1114,,,,,,,27.443,26.6637,,28.2681,25.9273,23.6067,,23.7108,,,,,,,,,24.1571,25.6114,25.3457,24.4766,24.4695,24.5894,24.4619,,,,26.2608,24.1106,,24.1665,,,,,,,,nonMatrisome
110,111,Q99996,A-kinase anchor protein 9,AKAP9,,,,,,26.964000000000002,26.8898,26.2204,27.4492,,,,,,,,,,,,,,,26.6334,,,,,,27.8625,,,,,,,,,,,,,,,27.945,28.1432,27.1402,25.2181,28.7328,27.4633,,,,,,,,,,,,,,,,,nonMatrisome
111,112,P14550,Alcohol dehydrogenase [NADP(+)],AKR1A1,29.1847,29.1771,27.0947,29.2207,25.6627,25.084,24.0506,,26.0237,,23.0322,27.2844,27.9696,28.3127,28.171999999999997,25.5165,25.2706,25.9153,24.0734,25.1053,,26.3311,27.2743,26.4713,27.0087,25.9249,26.0348,27.6863,24.1971,,25.6419,,,27.2474,26.4598,25.0954,25.721,26.2394,,,,,,,27.2707,27.5842,25.3939,28.1166,,,,25.9978,,,25.0628,27.8677,28.3754,28.8846,26.6733,,,,,,,,nonMatrisome
112,113,P15121,Aldose reductase,AKR1B1,28.7033,26.869,24.3699,28.0951,,23.3951,,,25.0106,,22.6874,26.3369,25.4382,26.956999999999997,27.1784,22.9081,,,,,,,26.1944,,24.7194,,,,,,,,,,,,,,,,,,,,26.0483,25.3254,25.5364,26.4035,24.8266,24.2717,,,,,,25.1914,25.2071,,24.4138,,,,,,,,nonMatrisome
113,114,Q04828;P52895,Aldo-keto reductase family 1 member C1;Aldo-keto reductase family 1 member C2,AKR1C1;AKR1C2,26.6573,26.73,,26.7924,27.7962,,,,,,,,27.6813,27.1932,26.9371,,,,,,,25.4713,26.4879,,,,27.374000000000002,,,,,,,28.1281,27.7495,,,,,,,,,,,26.1551,,27.9304,,,,,,,,28.2367,27.1368,27.4056,26.6464,,,,,,,,
114,115,P42330,Aldo-keto reductase family 1 member C3,AKR1C3,27.361,26.866999999999997,,26.7033,,,,,,,,,,,,,,,,,,,27.3907,,,,27.2119,,26.5094,,,,,26.2687,,,,,,,24.6925,,23.5195,,,,,26.3486,,,,,,,,,,25.9168,28.0753,,,,,,,,nonMatrisome
115,116,O43488,Aflatoxin B1 aldehyde reductase member 2,AKR7A2,24.884,26.9111,,25.8505,,26.0968,,,,,23.9995,,24.9775,,23.9362,,24.0956,26.2366,25.1915,,,25.7524,24.1681,,25.3707,,,,,,,,,25.1336,,,,,,25.698,,23.1962,,26.5006,,,,,,,,,,,24.7889,,,,26.1442,,,25.4642,,,,,nonMatrisome
116,117,P13716,Delta-aminolevulinic acid dehydratase,ALAD,,,,,,,,,,,,,,,,,,,,,,,24.4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5066,,,24.9796,,,,,,,,nonMatrisome
117,118,CON__P02768-1;P02768,Serum albumin,ALB,39.6298,39.3375,39.1115,38.8541,40.5834,39.9186,40.8281,39.2402,39.7744,40.097,41.0138,39.1941,37.1708,36.0525,36.1122,34.0253,33.3029,33.3528,33.7274,33.2932,32.9447,33.3675,38.937,39.5565,38.9991,38.282,40.515,39.4899,40.5704,40.7008,39.3156,39.644,39.9989,37.0942,36.3792,33.7309,36.5009,34.9191,33.9608,34.4449,34.468,34.7209,34.4191,34.611999999999995,36.4418,38.0644,36.624,38.5779,36.909,37.0999,37.0516,37.8778,37.0398,37.3275,38.1117,37.6447,36.9795,38.0064,37.5843,34.7823,34.2485,34.4191,33.9891,33.8681,34.8196,34.0657,nonMatrisome
118,119,P54886,Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase,ALDH18A1,25.1567,25.6331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
119,120,P00352,Retinal dehydrogenase 1,ALDH1A1,29.9643,28.0288,25.7987,29.8562,23.5082,23.3051,,,,,22.5309,,24.4181,,26.2155,23.851,,22.2147,,,,,24.5999,24.1647,27.1615,23.3316,23.3964,,23.116,,26.1792,26.2351,24.5222,26.1551,24.7551,24.4647,,,,,,,,,23.6146,23.0421,,25.836,,24.1112,,,,,23.3195,27.1021,,,26.6911,,,,,,,,nonMatrisome
120,121,P30837,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,25.5961,24.8713,,26.0604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
121,122,O75891,Cytosolic 10-formyltetrahydrofolate dehydrogenase,ALDH1L1,20.7471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
122,123,Q3SY69,Mitochondrial 10-formyltetrahydrofolate dehydrogenase,ALDH1L2,,,,23.8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.569000000000003,,,,,,,,,,,,,,,,,,,,,nonMatrisome
123,124,P05091,"Aldehyde dehydrogenase, mitochondrial",ALDH2,27.71,27.592,,27.4956,,,,,,23.3164,,24.2372,26.0252,,,,,,,,,,25.1461,,,,,,,,,,,26.2035,,,26.3751,,,,,,,,,,,26.2205,,,,,,,,27.0832,25.3144,25.1726,26.8078,,,,,,,,nonMatrisome
124,125,P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",ALDH4A1,24.9568,,,25.5145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
125,126,P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
126,127,Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",ALDH6A1,24.3464,23.6446,,24.48,,,,,,,,22.7589,,,,,,,,,,23.3681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7085,,,,,,,,,nonMatrisome
127,128,P49419,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,24.8406,24.9874,,25.2652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7004,,,,,,,,,,,nonMatrisome
128,129,P49189,4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,27.9013,27.4126,25.2333,27.642,28.1167,27.7114,25.2416,,27.4787,,,26.0096,27.2069,26.0195,26.5951,26.0139,,26.4228,29.2186,27.8319,28.0081,27.5274,26.2012,27.1365,26.4935,28.3026,27.7267,,,,28.3049,,,27.5366,26.3284,27.8781,27.235,,,,26.5409,26.1665,28.1546,,28.4702,27.2933,28.0295,27.6039,,,26.3016,,,,,26.1048,,25.8729,,26.7296,,,,,27.5466,,nonMatrisome
129,130,P04075,Fructose-bisphosphate aldolase A,ALDOA,33.4845,31.1936,29.1589,34.2386,29.4078,28.8433,27.8227,28.195999999999998,27.5023,25.9839,27.4042,30.9115,31.7823,30.993000000000002,32.7059,29.7808,31.0648,30.5011,30.2919,30.5001,29.7686,31.7263,30.9809,29.2375,28.2651,29.3999,28.5447,27.9505,28.1043,28.7228,29.0884,25.9303,27.9742,31.7913,30.7369,30.8581,31.6515,30.9162,30.5319,30.6591,28.8565,30.5311,29.4211,29.6718,30.1696,29.7879,29.4605,30.8362,28.8089,28.8854,27.9923,29.4936,27.8999,27.4248,29.0885,31.7006,30.2709,30.2648,32.1642,29.6006,29.1023,29.2807,28.7205,29.4752,29.1814,29.0061,nonMatrisome
130,131,P05062,Fructose-bisphosphate aldolase B,ALDOB,,,24.9529,,25.6673,,24.1507,,24.4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
131,132,P09972,Fructose-bisphosphate aldolase C,ALDOC,29.8546,28.7123,26.7077,30.7266,26.0922,26.5736,,,,,,28.0277,28.7387,28.7967,29.3117,28.2271,28.5389,29.2757,28.5498,29.0367,28.0968,28.31,28.144000000000002,26.8469,27.1905,,,,24.0099,,26.5649,,,30.0518,28.176,28.2446,30.0544,28.4919,,28.7523,28.8741,28.7175,28.0216,27.9672,28.4935,27.6684,27.4914,28.7127,27.6488,,,26.4061,26.4023,26.1309,,29.0364,28.4373,28.3167,29.6673,27.6886,27.8062,27.4583,28.3932,27.2775,28.2427,26.8694,nonMatrisome
132,133,Q86V81,THO complex subunit 4,ALYREF,23.4929,,,,,,,,,,,,24.2631,,,,,,,,,,24.6008,,,,,,,,,,,,,,,,,,,,,,,,23.6085,24.7892,,,,,,,,24.9376,24.3972,24.7572,,,,,,,,,nonMatrisome
133,134,P02760,Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin,AMBP,31.4247,32.0164,33.6093,31.0464,32.6311,32.8854,32.0882,32.9476,33.1249,32.0648,32.3674,31.0742,31.9324,30.5427,31.8385,24.6114,24.8009,,,,,,30.3851,31.2794,32.3578,30.4485,29.9694,30.0574,31.4364,30.5756,33.1093,30.425,32.2076,31.2602,31.4943,27.8816,31.8289,26.438000000000002,25.7773,25.3096,,,25.6527,25.7671,28.7391,30.9519,31.6574,31.7909,28.848000000000003,27.5841,29.6375,27.933000000000003,30.7809,28.2387,28.7895,31.941999999999997,32.4554,31.1512,29.3602,,,25.8233,,26.0586,,24.0304,NABA_ECM_REGULATORS
134,135,P23109,AMP deaminase 1,AMPD1,25.0697,,,26.4765,,,,,,,,,,,24.1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5129,,,,,,,,,,,nonMatrisome
135,136,P49418,Amphiphysin,AMPH,,24.0632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
136,137,P03950,Angiogenin,ANG,30.1605,28.7046,30.5989,28.1374,33.5141,32.4145,31.3618,31.1042,31.4151,31.9828,31.2975,33.5641,33.556999999999995,33.7417,32.7985,35.1178,35.2654,34.965,34.4344,34.3427,34.4831,34.6114,32.8792,33.0891,32.0193,32.6039,33.783,33.5858,31.9484,31.7993,30.8584,31.9179,30.2655,32.0185,34.1813,33.5053,32.5196,34.2703,32.3043,33.8638,34.2593,33.4931,32.1393,33.9795,34.4415,33.2344,32.885999999999996,31.3677,32.9927,33.1029,32.2916,33.5397,32.2955,32.3711,32.2956,32.6663,33.0737,34.4797,33.9646,32.5832,33.586,33.8347,33.3956,33.0811,33.4631,34.0888,nonMatrisome
137,138,O95841,Angiopoietin-related protein 1,ANGPTL1,,,,,,,,,,,,,,,,,,24.4196,,,,,23.9767,,,,,,,,,,,,,,,,,,,,,,,,,24.6806,,,,,,,,,,,,,,,,,,,NABA_SECRETED_FACTORS
138,139,Q9UKU9,Angiopoietin-related protein 2,ANGPTL2,30.0087,30.4245,31.0681,28.7808,30.5421,31.4667,30.6935,31.1601,30.7041,31.2975,30.6315,30.3236,30.4818,29.9806,30.096,30.8845,29.964000000000002,30.6111,30.2993,30.0213,30.7749,30.965,31.4933,31.8275,30.9926,32.063,31.8115,31.7484,30.861,31.2409,30.7146,31.0274,30.9882,29.6144,30.4731,29.3707,29.9698,29.9851,29.9364,30.9015,30.7334,30.1269,30.6039,30.4023,31.7241,31.4654,31.7595,31.1349,31.7018,31.4457,31.6194,31.688000000000002,31.8865,31.7071,31.7419,28.6775,29.8562,29.5908,29.7931,29.4564,30.2384,30.4944,30.6814,30.4237,29.7475,30.2773,NABA_SECRETED_FACTORS
